code,num
C1072,662.2515295376927
C1128,1170.5540478755966
C1456,588.0419923162794
C1840,565.1635336763914
C1332,1081.6208580549146
C1563,1776.4092785264997
C1794,941.3027531676622
C1640,435.6572460708618
C1377,369.15561525028636
C2072,266.2854214035333
C1472,492.07665036469973
C1006,183.76171773987951
C1083,407.5115480984242
C1311,253.80516164239643
C2676,253.4722742267806
C2318,197.42019627564363
C1603,527.5538561740254
C2523,292.01160523077124
C2177,168.1974568119296
C2411,471.6738989994149
C2033,194.56221501894353
C1604,450.5752634877792
C2535,491.24448938202187
C1040,552.275823066613
C2417,436.51330952515616
C1812,166.19497373369092
C2253,131.7394418761736
C1294,545.0608588505924
C1772,482.4961275857476
C2646,500.93871725579197
C1152,807.0761123147398
C2423,145.350290220231
C1844,520.4873644244153
C1318,262.3309996595207
C1729,87.39042388567472
C1602,296.6782772619723
C1239,404.53076969331767
C1721,596.7855244022782
C1902,792.9502713867709
C1855,299.53168565387625
C2600,462.6740846128152
C1071,459.7065373795005
C2295,421.354764357735
C1621,592.7797219244025
C1852,786.9672208394963
C2555,942.763757892043
C1297,453.27614580584043
C2323,582.6431069536206
C2215,409.5909393878362
C2112,373.9222109096457
C1830,695.5509940717774
C2602,279.5610698345778
C2608,818.6618394409742
C1215,582.2494586379906
C2369,621.9970656094688
C1158,305.05831211936015
C1887,643.3447211265336
C1189,297.33250619047953
C1637,454.0860990055151
C1225,190.1925475361662
C2374,379.86905455042216
C2397,568.7614703996804
C1105,993.4410859374863
C1782,461.9207484366385
C1629,181.91886073579056
C1708,268.7820806166645
C2144,598.4528447239023
C1617,906.5987212841342
C1149,462.47638891963453
C1323,437.87886135975583
C1064,651.0019832007016
C1019,289.00020939636374
C2269,637.4286428190702
C1416,811.8885110065941
C1250,927.5232357375761
C1741,457.70107675238677
C1016,561.6016386934714
C2436,616.0876597935942
C2039,924.9737176363496
C1253,785.0205661059535
C2028,951.1503881863348
C1166,306.3204232506057
C1135,286.06472755950404
C1216,297.7095240899043
C1593,251.23966833794117
C1826,260.40606101019705
C1827,410.35997373590453
C1564,286.98568116449195
C1495,951.3170150089578
C2653,692.2961610330968
C1392,623.0855249187853
C2128,283.6092037039295
C1282,546.8683694756395
C1521,1089.2597588947403
C2076,965.8870658295032
C1060,605.3179294532871
C2473,1012.141397383175
C2557,675.4075310960282
C1835,821.6116968424207
C2224,568.9677796370795
C2222,423.86572510896127
C2430,777.8991046982437
C2497,617.2771271015537
C1494,968.4458749649921
C1457,571.0673676748029
C1525,1010.5904833894567
C1712,535.5403597366022
C2267,835.139883036675
C1623,303.148808278723
C2131,518.8059598933678
C2691,1157.384416943453
C1147,914.1471089100579
C1692,919.6081210457426
C1570,778.4431846775382
C1474,114.56111483824039
C1633,167.52163375369884
C2113,528.4446326736241
C2175,866.8769731307517
C2303,1332.5510752404318
C2547,563.3152611475203
C2292,884.2103654971704
C1496,767.0872236754185
C1289,410.95421525033026
C1849,726.0165159795777
C1003,254.1583242197067
C2268,410.9637198038199
C2551,589.803803746756
C2688,86.28212195877495
C1030,82.14850992992815
C2451,575.2378143100399
C1749,463.82433998530075
C1349,239.75505301864973
C2043,212.33916021878863
C1229,234.07159485965943
C2363,503.56709975801374
C1414,451.1470616579617
C2174,395.63941227569234
C2091,111.01780809960822
C1841,79.30837502727513
C2404,114.90837267238295
C1683,183.72119128634884
C1038,297.82301261068295
C2456,223.73006145671505
C1266,401.8925890517994
C2152,49.39608414844855
C1267,380.9579891501234
C2189,188.17024865070744
C2675,0
C2335,0
C1327,0
