code,num
C1072,735.6291114216199
C1128,1128.0965882668124
C1456,566.822728965862
C1840,563.2897939288463
C1332,1095.8106424957305
C1563,1830.6630902321049
C1794,1035.1196253268413
C1640,480.1793400983617
C1377,356.95353176505233
C2072,281.13380995215397
C1472,475.6311577859827
C1006,209.15615382570323
C1083,389.9752889015091
C1311,238.8619056879459
C2676,236.37564005662705
C2318,191.48924187875593
C1603,549.2998172630289
C2523,316.34200249068493
C2177,190.68627442854944
C2411,546.6979927525113
C2033,234.26949633986416
C1604,448.67070243388537
C2535,542.0158124656739
C1040,527.7030910666747
C2417,438.35758605419926
C1812,168.1388575795283
C2253,149.41108740114134
C1294,564.3837001565522
C1772,470.75461088414477
C2646,539.426611405626
C1152,793.3874489933836
C2423,170.7082327303027
C1844,503.550900577244
C1318,240.66967573251918
C1729,82.53449536752683
C1602,288.0254383358925
C1239,432.60905096480417
C1721,612.997676261602
C1902,794.3339117834887
C1855,323.1424991390766
C2600,474.4067164522421
C1071,455.2921838710862
C2295,430.1979257815716
C1621,611.7354457930811
C1852,833.6879651561644
C2555,1200.2175054420047
C1297,483.04912483926955
C2323,585.8356672261604
C2215,426.2210050489753
C2112,397.66913357409425
C1830,767.6246376575448
C2602,293.37697972285935
C2608,942.4337892415714
C1215,665.6930416424951
C2369,623.5548313530556
C1158,292.6424002898833
C1887,618.7152746501832
C1189,290.9782789618505
C1637,457.35358911640236
C1225,172.91877164868797
C2374,411.8022875322185
C2397,622.7678277008607
C1105,934.6601459741166
C1782,469.9700841304349
C1629,168.08506487705066
C1708,279.76900278881226
C2144,584.3338711606004
C1617,932.9649870576961
C1149,490.6935313592382
C1323,444.6435050551493
C1064,626.1465761114821
C1019,269.2740897896406
C2269,648.0105512660198
C1416,792.2858847336203
C1250,924.1928137241403
C1741,435.01243365845204
C1016,618.4528854196642
C2436,617.2959559998203
C2039,894.989318676271
C1253,800.777293092185
C2028,1111.0309704836575
C1166,309.0944907245423
C1135,243.6613253885749
C1216,307.78319207313876
C1593,258.1611806785695
C1826,250.13340322420297
C1827,422.96645200661294
C1564,272.40200141765644
C1495,983.7623113753967
C2653,779.9227462263007
C1392,591.8922806776758
C2128,286.658602211671
C1282,570.8805553413174
C1521,1150.3675969806818
C2076,1028.418249697734
C1060,629.8291590197059
C2473,967.4546298566119
C2557,687.9387739656166
C1835,851.5831512413099
C2224,699.4551727130433
C2222,433.0026095601732
C2430,791.7821548742363
C2497,683.5737960960084
C1494,999.8735204664857
C1457,559.5963074297803
C1525,1035.6569621754693
C1712,532.4316113645706
C2267,893.6581912851307
C1623,305.0966295200722
C2131,533.7327173536909
C2691,1203.8947640074268
C1147,888.2550474333946
C1692,892.1106618615129
C1570,734.3431071551937
C1474,91.76102414090573
C1633,173.93902724112934
C2113,547.9044352166119
C2175,904.3079573938525
C2303,1405.3871595572766
C2547,565.8108016717512
C2292,751.0596550328805
C1496,722.8503086286873
C1289,411.9755396898905
C1849,767.8568655345665
C1003,245.0860548649596
C2268,420.51350424699064
C2551,582.8144034179169
C2688,89.72771418137701
C1030,35.784073769805666
C2451,534.4851229570855
C1749,493.59570858277635
C1349,203.99178235833438
C2043,182.23770190913305
C1229,235.93054154344006
C2363,447.41733876220337
C1414,464.2036811948661
C2174,424.5793233428141
C2091,93.11874802347383
C1841,81.9183758669877
C2404,135.9573600600703
C1683,178.9677656464697
C1038,342.7196616979439
C2456,206.42379236425808
C1266,381.18397968405316
C2152,52.463712239223945
C1267,385.2627271114459
C2189,206.52544666071677
C2675,0
C2335,0
C1327,0
