code,num
C1072,629.3812004815675
C1128,1115.3812527620396
C1456,571.216166497789
C1840,609.5580114461076
C1332,1137.069820768171
C1563,1771.9442616909284
C1794,872.7793792038943
C1640,434.36544869641875
C1377,286.7420881415947
C2072,281.43219750212774
C1472,492.16340875668084
C1006,215.51107209320492
C1083,373.52449596561826
C1311,273.96769303048984
C2676,235.2729265792645
C2318,254.88708583130693
C1603,513.9011158546582
C2523,318.14567950407826
C2177,174.99498649047626
C2411,507.28046236934154
C2033,248.47953925847173
C1604,440.9257331825064
C2535,465.0767313219835
C1040,497.5375566736773
C2417,489.1937891952862
C1812,156.93698066738813
C2253,131.0610883456829
C1294,512.2892700041923
C1772,502.6914487095437
C2646,515.2180379908663
C1152,806.420477790788
C2423,128.30865373069173
C1844,506.7990037881991
C1318,257.97231500849205
C1729,97.67515328591747
C1602,291.62005455876965
C1239,403.7550556665261
C1721,600.0586015363186
C1902,780.8520679979359
C1855,344.2742606189478
C2600,499.78446004484596
C1071,424.8621443894928
C2295,428.27621172548277
C1621,561.3813095480356
C1852,812.9676457449656
C2555,957.1462402415679
C1297,502.53371032684754
C2323,625.9290197137302
C2215,394.0462965529638
C2112,399.61169710139205
C1830,723.0864370209456
C2602,265.6259256967249
C2608,989.8247899181628
C1215,649.3642436682611
C2369,634.8150139880593
C1158,315.06396498343355
C1887,598.6991031647703
C1189,301.5777528118307
C1637,491.71753076444406
C1225,171.5892563140043
C2374,415.9198035179554
C2397,590.0967714225028
C1105,917.1812637710367
C1782,427.0607185648963
C1629,154.85459152065843
C1708,266.7840595328364
C2144,585.7735527786493
C1617,901.112917406077
C1149,531.1684837383624
C1323,457.90911732965236
C1064,563.2664393622863
C1019,275.8904527432565
C2269,649.5591818859044
C1416,804.3515172713404
C1250,1001.5439716368645
C1741,439.80159077279404
C1016,568.9334548343443
C2436,640.2810546967938
C2039,896.1681007395993
C1253,783.649878137112
C2028,1030.9429882925338
C1166,309.23392292468907
C1135,266.5903346984802
C1216,299.8341893168613
C1593,226.95148552500106
C1826,261.4943494932991
C1827,388.33698417033025
C1564,277.66620121423955
C1495,1063.2332799958515
C2653,797.7453817085815
C1392,617.4680867881615
C2128,265.5710104571943
C1282,541.4095108987852
C1521,1097.9916212956343
C2076,975.7008395004444
C1060,566.6390496327919
C2473,994.8080357097406
C2557,741.5020608253951
C1835,860.5871650928821
C2224,645.7988842284208
C2222,402.6657452961154
C2430,850.4018316431684
C2497,677.6404861039061
C1494,956.6326667443196
C1457,532.8241951421143
C1525,1007.164564063084
C1712,563.2095385462438
C2267,918.7707475165591
C1623,297.5947461877691
C2131,554.4182122513236
C2691,1259.4157488517674
C1147,907.6403288199666
C1692,883.6628760723088
C1570,774.6360659953459
C1474,84.38495599651722
C1633,165.77276888762682
C2113,561.5612584031538
C2175,849.9417286799359
C2303,1420.1976097113147
C2547,602.306116289002
C2292,886.4094483982237
C1496,748.5663565149335
C1289,413.1726180667714
C1849,752.0214638803869
C1003,195.95076872466805
C2268,447.60608652120914
C2551,592.5889129679018
C2688,54.285203738958764
C1030,46.755059951994866
C2451,560.1115453219065
C1749,564.2572544770505
C1349,262.74957603566
C2043,243.11711264554395
C1229,244.5597743780489
C2363,478.5091286088234
C1414,555.0309018208352
C2174,420.48553686757725
C2091,95.66495373569454
C1841,72.29232997224231
C2404,105.67544042005429
C1683,202.70487649142416
C1038,353.46384562681186
C2456,209.85566979366274
C1266,434.2071716742338
C2152,49.77540609491599
C1267,427.9839533420398
C2189,184.82714480351876
C2675,0
C2335,0
C1327,0
